"Label (Grouping)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone, not Hispanic or Latino","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","FAMILIES","FAMILIES!!Families","FAMILIES!!Families!!With own children of householder under 18 years","FAMILIES!!Families!!With no own children of householder under 18 years","FAMILIES!!Families!!Married-couple families","FAMILIES!!Families!!Married-couple families!!With own children under 18 years","FAMILIES!!Families!!Female householder, no spouse present","FAMILIES!!Families!!Female householder, no spouse present!!With own children under 18 years","FAMILIES!!Families!!Male householder, no spouse present","FAMILIES!!Families!!Male householder, no spouse present!!With own children under 18 years","FAMILY INCOME BY FAMILY SIZE","FAMILY INCOME BY FAMILY SIZE!!2-person families","FAMILY INCOME BY FAMILY SIZE!!3-person families","FAMILY INCOME BY FAMILY SIZE!!4-person families","FAMILY INCOME BY FAMILY SIZE!!5-person families","FAMILY INCOME BY FAMILY SIZE!!6-person families","FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","FAMILY INCOME BY NUMBER OF EARNERS","FAMILY INCOME BY NUMBER OF EARNERS!!No earners","FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","NONFAMILY HOUSEHOLDS","NONFAMILY HOUSEHOLDS!!Nonfamily households","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","13,911","","67.4%","8.4%","0.6%","16.3%","0.0%","2.3%","5.0%","14.8%","57.8%","","2.3%","51.4%","32.9%","13.3%","","7,728","44.2%","55.8%","79.3%","35.9%","14.8%","6.1%","5.9%","2.1%","","47.3%","25.1%","21.3%","5.8%","0.3%","0.3%","","7.6%","31.1%","52.4%","8.9%","","6,183","40.7%","33.7%","7.0%","59.3%","44.2%","15.2%"
"        Margin of Error","","±717","","±3.8","±2.2","±0.6","±2.5","±0.3","±1.2","±1.7","±2.2","±3.4","","±0.8","±3.7","±3.6","±1.9","","±606","±4.5","±4.5","±4.5","±4.7","±4.2","±2.4","±2.2","±1.7","","±4.9","±4.6","±4.7","±2.3","±0.3","±0.4","","±1.9","±4.5","±4.4","±2.7","","±659","±5.7","±5.1","±2.4","±5.7","±6.1","±3.7"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","83,603","","83,919","60,559","88,504","101,012","-","79,115","61,916","68,720","86,199","","54,583","83,000","95,729","71,192","","102,358","113,221","96,447","115,422","119,718","55,156","52,545","68,016","27,500","","81,379","118,311","120,556","120,484","-","-","","53,493","79,821","122,152","137,917","","64,227","57,398","53,692","98,305","70,841","62,666","110,057"
"        Margin of Error","","±4,903","","±5,380","±11,014","±929","±2,021","**","±16,591","±12,881","±12,740","±6,026","","±22,237","±7,361","±16,649","±11,118","","±8,167","±16,164","±12,417","±6,998","±10,616","±12,401","±32,137","±28,742","±6,118","","±12,528","±5,321","±46,180","±49,902","**","**","","±27,396","±5,766","±12,221","±28,165","","±5,077","±6,094","±3,348","±6,861","±10,174","±6,238","±35,888"
"ZCTA5 78728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","10,429","","6,728","1,837","46","692","0","510","616","2,775","4,742","","333","6,146","2,897","1,053","","5,497","2,753","2,744","3,823","1,890","1,276","695","398","168","","2,757","1,299","1,142","212","70","17","","248","1,841","3,234","174","","4,932","2,191","1,896","295","2,741","2,331","410"
"        Margin of Error","","±885","","±569","±619","±72","±207","±26","±266","±322","±543","±536","","±104","±773","±477","±212","","±782","±591","±609","±591","±533","±518","±236","±157","±98","","±600","±401","±399","±104","±82","±29","","±144","±340","±731","±84","","±505","±424","±404","±197","±380","±350","±154"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","10,429","","64.5%","17.6%","0.4%","6.6%","0.0%","4.9%","5.9%","26.6%","45.5%","","3.2%","58.9%","27.8%","10.1%","","5,497","50.1%","49.9%","69.5%","34.4%","23.2%","12.6%","7.2%","3.1%","","50.2%","23.6%","20.8%","3.9%","1.3%","0.3%","","4.5%","33.5%","58.8%","3.2%","","4,932","44.4%","38.4%","6.0%","55.6%","47.3%","8.3%"
"        Margin of Error","","±885","","±5.5","±5.1","±0.7","±2.0","±0.4","±2.5","±2.9","±4.9","±5.1","","±1.0","±4.2","±4.0","±2.3","","±782","±8.4","±8.4","±7.8","±7.8","±7.7","±4.4","±2.9","±1.8","","±7.9","±6.5","±6.4","±2.0","±1.5","±0.5","","±2.7","±6.2","±7.3","±1.5","","±505","±6.5","±7.0","±3.8","±6.5","±6.0","±3.1"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","62,223","","68,830","50,130","-","91,625","-","-","70,625","66,250","72,188","","30,388","61,522","84,063","36,546","","76,703","57,119","105,176","106,005","88,333","52,353","34,104","53,455","46,591","","76,358","95,254","55,793","88,958","90,811","-","","-","64,176","91,860","150,192","","49,739","40,104","40,958","-","57,716","50,809","83,095"
"        Margin of Error","","±4,630","","±9,290","±22,535","**","±15,085","**","**","±53,304","±20,557","±10,412","","±15,447","±5,667","±21,777","±16,993","","±24,857","±16,621","±32,373","±13,501","±35,631","±20,642","±19,413","±9,034","±10,627","","±29,077","±51,526","±26,704","±20,674","±11,026","**","","**","±21,166","±38,716","±34,092","","±6,659","±11,180","±11,044","**","±9,765","±13,649","±15,181"
"ZCTA5 78729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","11,516","","8,790","614","90","1,433","0","255","334","1,728","7,527","","449","5,829","3,937","1,301","","6,409","2,719","3,690","4,971","2,125","1,010","429","428","165","","3,506","1,427","1,062","271","103","40","","625","1,964","3,404","416","","5,107","2,202","1,864","338","2,905","2,245","660"
"        Margin of Error","","±689","","±601","±255","±76","±382","±26","±165","±142","±351","±584","","±137","±576","±528","±234","","±530","±374","±486","±443","±300","±326","±183","±210","±92","","±503","±277","±253","±134","±67","±41","","±270","±396","±420","±143","","±560","±364","±350","±135","±430","±385","±219"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","11,516","","76.3%","5.3%","0.8%","12.4%","0.0%","2.2%","2.9%","15.0%","65.4%","","3.9%","50.6%","34.2%","11.3%","","6,409","42.4%","57.6%","77.6%","33.2%","15.8%","6.7%","6.7%","2.6%","","54.7%","22.3%","16.6%","4.2%","1.6%","0.6%","","9.8%","30.6%","53.1%","6.5%","","5,107","43.1%","36.5%","6.6%","56.9%","44.0%","12.9%"
"        Margin of Error","","±689","","±3.4","±2.2","±0.7","±3.2","±0.4","±1.4","±1.2","±2.9","±3.5","","±1.2","±4.1","±3.9","±1.9","","±530","±5.2","±5.2","±4.8","±4.4","±4.6","±2.7","±3.2","±1.5","","±5.2","±4.0","±3.9","±2.1","±1.1","±0.6","","±4.0","±5.5","±5.3","±2.3","","±560","±5.5","±5.3","±2.7","±5.5","±5.5","±4.1"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","74,782","","80,495","47,339","250,000+","72,301","-","41,868","86,250","86,923","74,509","","53,021","73,193","91,894","56,619","","92,691","107,875","88,633","109,242","132,425","33,858","34,082","68,906","76,150","","72,572","108,227","130,000","95,547","150,457","-","","-","60,184","119,152","114,375","","60,664","55,370","54,649","64,038","65,503","56,583","105,250"
"        Margin of Error","","±8,192","","±13,457","±21,591","***","±25,474","**","±3,605","±20,990","±17,643","±12,421","","±17,352","±10,425","±7,335","±13,193","","±8,175","±16,347","±11,924","±9,073","±11,499","±9,283","±19,770","±19,739","±42,560","","±10,562","±25,591","±20,841","±17,541","±25,495","**","","**","±6,609","±18,440","±42,051","","±5,734","±6,784","±7,377","±42,471","±12,512","±7,825","±52,247"
"ZCTA5 78730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,453","","3,613","104","7","433","141","72","83","883","2,993","","36","1,644","2,077","696","","2,978","1,490","1,488","2,774","1,368","124","54","80","68","","1,354","624","824","99","77","0","","262","1,170","1,340","206","","1,475","501","453","48","974","871","103"
"        Margin of Error","","±441","","±401","±99","±13","±227","±230","±86","±78","±306","±323","","±46","±334","±372","±190","","±441","±414","±272","±451","±402","±88","±62","±67","±63","","±272","±315","±269","±72","±69","±22","","±148","±251","±428","±88","","±353","±190","±185","±48","±356","±352","±88"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,453","","81.1%","2.3%","0.2%","9.7%","3.2%","1.6%","1.9%","19.8%","67.2%","","0.8%","36.9%","46.6%","15.6%","","2,978","50.0%","50.0%","93.1%","45.9%","4.2%","1.8%","2.7%","2.3%","","45.5%","21.0%","27.7%","3.3%","2.6%","0.0%","","8.8%","39.3%","45.0%","6.9%","","1,475","34.0%","30.7%","3.3%","66.0%","59.1%","7.0%"
"        Margin of Error","","±441","","±7.4","±2.2","±0.3","±4.8","±5.1","±1.9","±1.7","±6.0","±6.5","","±1.0","±6.6","±6.3","±4.3","","±441","±9.2","±9.2","±3.4","±9.1","±3.0","±2.1","±2.3","±2.1","","±8.8","±9.1","±7.9","±2.5","±2.4","±1.5","","±5.1","±8.4","±9.9","±3.1","","±353","±13.3","±12.9","±3.3","±13.3","±14.9","±5.9"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","113,614","","118,819","75,532","-","131,094","-","-","136,250","82,580","153,785","","-","97,922","153,507","140,333","","176,429","215,714","150,568","185,484","218,571","75,139","-","-","250,000+","","132,206","250,000+","219,286","220,341","204,360","-","","153,750","141,667","203,654","218,929","","65,025","73,419","65,446","106,250","58,556","52,314","-"
"        Margin of Error","","±20,239","","±39,956","±41,443","**","±23,091","**","**","±114,412","±52,539","±33,014","","**","±16,644","±88,160","±51,195","","±30,403","±57,656","±38,500","±32,838","±67,779","±36,233","**","**","***","","±40,764","***","±61,166","±141,181","±96,305","**","","±63,576","±64,568","±41,617","±76,986","","±22,098","±26,299","±27,764","±32,737","±22,022","±18,049","**"
"ZCTA5 78731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","13,412","","11,491","141","53","1,204","0","84","439","1,267","10,568","","578","5,287","4,241","3,306","","6,843","2,920","3,923","5,753","2,259","862","517","228","144","","3,961","1,389","1,012","404","42","35","","939","2,352","3,246","306","","6,569","3,413","2,879","534","3,156","2,281","875"
"        Margin of Error","","±968","","±957","±116","±86","±263","±26","±45","±290","±320","±962","","±214","±559","±524","±433","","±442","±317","±402","±432","±222","±245","±206","±135","±105","","±413","±239","±189","±99","±33","±37","","±229","±360","±349","±111","","±848","±530","±481","±209","±650","±535","±394"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","13,412","","85.7%","1.1%","0.4%","9.0%","0.0%","0.6%","3.3%","9.4%","78.8%","","4.3%","39.4%","31.6%","24.6%","","6,843","42.7%","57.3%","84.1%","33.0%","12.6%","7.6%","3.3%","2.1%","","57.9%","20.3%","14.8%","5.9%","0.6%","0.5%","","13.7%","34.4%","47.4%","4.5%","","6,569","52.0%","43.8%","8.1%","48.0%","34.7%","13.3%"
"        Margin of Error","","±968","","±2.8","±0.9","±0.6","±2.0","±0.3","±0.3","±2.1","±2.3","±3.1","","±1.5","±3.0","±3.1","±2.9","","±442","±4.1","±4.1","±3.9","±3.2","±3.4","±2.9","±2.0","±1.5","","±3.5","±3.4","±2.8","±1.4","±0.5","±0.5","","±3.2","±4.2","±4.5","±1.7","","±848","±6.4","±6.1","±3.0","±6.4","±6.8","±5.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","85,586","","91,694","48,596","-","43,393","-","66,029","60,450","61,281","94,313","","45,313","72,207","135,869","76,346","","145,401","155,114","139,809","168,690","200,223","70,952","90,567","86,987","-","","122,148","155,852","203,906","250,000+","250,000+","-","","77,940","113,790","187,396","240,313","","45,890","48,873","46,719","84,821","42,312","41,539","51,687"
"        Margin of Error","","±10,511","","±10,777","±36,161","**","±21,699","**","±24,305","±56,615","±9,818","±18,585","","±24,240","±14,100","±20,480","±15,610","","±14,602","±26,156","±20,910","±13,792","±24,055","±30,284","±29,981","±11,398","**","","±16,126","±33,016","±43,531","***","***","**","","±19,341","±26,301","±13,163","±161,739","","±7,251","±12,043","±12,921","±76,801","±7,236","±826","±9,237"
"ZCTA5 78732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,197","","5,242","204","0","395","0","0","356","961","4,606","","396","2,089","2,844","868","","4,546","3,250","1,296","4,311","3,015","124","124","111","111","","1,106","983","1,410","956","74","17","","182","1,145","2,602","617","","1,651","945","503","442","706","623","83"
"        Margin of Error","","±783","","±553","±269","±22","±140","±22","±22","±501","±587","±592","","±499","±419","±540","±172","","±581","±590","±335","±561","±576","±98","±98","±114","±114","","±323","±288","±310","±417","±78","±27","","±105","±317","±503","±262","","±591","±502","±197","±477","±397","±379","±79"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,197","","84.6%","3.3%","0.0%","6.4%","0.0%","0.0%","5.7%","15.5%","74.3%","","6.4%","33.7%","45.9%","14.0%","","4,546","71.5%","28.5%","94.8%","66.3%","2.7%","2.7%","2.4%","2.4%","","24.3%","21.6%","31.0%","21.0%","1.6%","0.4%","","4.0%","25.2%","57.2%","13.6%","","1,651","57.2%","30.5%","26.8%","42.8%","37.7%","5.0%"
"        Margin of Error","","±783","","±8.1","±4.2","±0.7","±2.3","±0.7","±0.7","±7.7","±8.5","±8.9","","±7.6","±6.5","±6.8","±3.3","","±581","±7.3","±7.3","±3.1","±7.9","±2.1","±2.1","±2.5","±2.5","","±6.8","±6.2","±6.4","±7.7","±1.7","±0.6","","±2.4","±6.8","±8.1","±5.0","","±591","±21.2","±17.1","±22.9","±21.2","±20.4","±5.0"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","175,118","","180,769","-","-","174,738","-","-","-","-","187,387","","26,523","185,092","216,439","89,524","","213,750","224,722","203,049","231,488","237,715","99,674","99,674","169,427","169,427","","180,500","237,474","200,435","239,131","208,000","-","","75,870","184,775","238,763","179,076","","62,907","-","63,385","-","111,471","86,629","122,026"
"        Margin of Error","","±13,168","","±10,561","**","**","±65,901","**","**","**","**","±27,847","","±5,145","±31,949","±36,140","±51,752","","±32,728","±38,913","±63,066","±36,668","±28,539","±9,555","±9,555","±142,330","±142,330","","±40,325","±49,552","±31,383","±33,835","±51,025","**","","±17,824","±31,752","±7,063","±47,621","","±36,549","**","±15,384","**","±77,353","±85,607","±119,375"
"ZCTA5 78733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,839","","2,345","20","0","344","0","27","103","246","2,200","","6","696","1,493","644","","2,371","1,419","952","2,044","1,178","282","207","45","34","","913","448","558","238","191","23","","280","656","1,221","214","","468","246","144","102","222","176","46"
"        Margin of Error","","±257","","±248","±25","±20","±114","±20","±33","±90","±109","±250","","±10","±180","±224","±150","","±260","±221","±192","±254","±206","±134","±113","±40","±43","","±206","±187","±140","±73","±147","±30","","±139","±183","±209","±84","","±145","±110","±86","±90","±97","±84","±42"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,839","","82.6%","0.7%","0.0%","12.1%","0.0%","1.0%","3.6%","8.7%","77.5%","","0.2%","24.5%","52.6%","22.7%","","2,371","59.8%","40.2%","86.2%","49.7%","11.9%","8.7%","1.9%","1.4%","","38.5%","18.9%","23.5%","10.0%","8.1%","1.0%","","11.8%","27.7%","51.5%","9.0%","","468","52.6%","30.8%","21.8%","47.4%","37.6%","9.8%"
"        Margin of Error","","±257","","±4.8","±0.9","±1.6","±4.0","±1.6","±1.2","±3.1","±3.7","±4.9","","±0.3","±5.8","±6.7","±4.8","","±260","±6.6","±6.6","±5.6","±6.9","±5.4","±4.6","±1.7","±1.8","","±7.5","±7.3","±5.8","±3.1","±6.0","±1.3","","±5.4","±7.2","±7.5","±3.6","","±145","±15.9","±15.7","±17.7","±15.9","±14.2","±8.8"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","171,027","","161,359","-","-","214,808","-","-","250,000+","89,714","170,149","","-","170,357","186,776","133,375","","188,071","210,625","154,732","203,750","250,000+","118,636","132,869","-","-","","147,476","147,174","220,577","250,000+","250,000+","-","","132,955","167,222","190,815","250,000+","","75,104","37,634","-","37,946","146,500","-","201,250"
"        Margin of Error","","±24,477","","±25,398","**","**","±78,777","**","**","***","±70,277","±27,193","","**","±75,099","±41,751","±40,859","","±33,171","±48,836","±21,952","±32,951","***","±97,469","±88,707","**","**","","±26,663","±71,533","±48,507","***","***","**","","±63,331","±89,652","±44,833","***","","±64,977","±18,061","**","±32,500","±124,501","**","±93,316"
"ZCTA5 78734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,181","","7,505","95","17","198","0","0","366","756","6,972","","0","1,930","4,083","2,168","","5,950","2,291","3,659","4,970","1,739","743","392","237","160","","3,294","1,285","1,013","244","89","25","","848","1,892","2,878","332","","2,231","961","831","130","1,270","1,079","191"
"        Margin of Error","","±463","","±450","±92","±16","±117","±22","±22","±200","±269","±454","","±22","±276","±455","±268","","±419","±284","±378","±394","±278","±288","±195","±112","±104","","±405","±215","±262","±133","±60","±24","","±179","±314","±305","±118","","±386","±243","±221","±98","±338","±320","±120"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,181","","91.7%","1.2%","0.2%","2.4%","0.0%","0.0%","4.5%","9.2%","85.2%","","0.0%","23.6%","49.9%","26.5%","","5,950","38.5%","61.5%","83.5%","29.2%","12.5%","6.6%","4.0%","2.7%","","55.4%","21.6%","17.0%","4.1%","1.5%","0.4%","","14.3%","31.8%","48.4%","5.6%","","2,231","43.1%","37.2%","5.8%","56.9%","48.4%","8.6%"
"        Margin of Error","","±463","","±2.8","±1.1","±0.2","±1.4","±0.5","±0.5","±2.4","±3.2","±3.5","","±0.5","±3.4","±4.1","±3.1","","±419","±4.2","±4.2","±4.7","±4.7","±4.5","±3.1","±1.9","±1.7","","±4.3","±3.6","±4.4","±2.3","±1.0","±0.4","","±2.9","±4.4","±4.1","±2.0","","±386","±9.7","±8.9","±4.4","±9.7","±10.3","±5.1"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","114,709","","114,213","174,188","140,938","161,737","-","-","-","75,706","117,404","","-","143,875","117,292","91,071","","135,234","136,250","133,313","152,551","159,784","63,750","-","73,447","-","","125,508","138,988","152,583","107,969","-","-","","79,211","116,667","171,417","138,462","","66,783","57,721","46,250","109,541","72,750","70,417","-"
"        Margin of Error","","±12,476","","±12,493","±21,970","±108,601","±110,848","**","**","**","±14,289","±14,228","","**","±19,934","±25,342","±3,737","","±7,339","±14,197","±13,681","±15,602","±23,968","±31,457","**","±40,597","**","","±10,631","±27,210","±28,804","±57,970","**","**","","±14,249","±20,568","±17,366","±31,426","","±23,468","±30,199","±25,324","±38,050","±37,745","±40,158","**"
"ZCTA5 78735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,862","","6,593","348","11","648","0","61","201","1,147","5,607","","459","3,179","2,594","1,630","","4,802","2,062","2,740","4,144","1,660","549","393","109","9","","2,612","831","879","309","138","33","","462","1,462","2,545","333","","3,060","1,825","1,646","179","1,235","939","296"
"        Margin of Error","","±526","","±461","±270","±17","±211","±22","±59","±92","±248","±479","","±244","±423","±263","±245","","±426","±285","±427","±426","±249","±170","±154","±78","±15","","±397","±185","±241","±138","±94","±34","","±141","±279","±416","±130","","±369","±238","±235","±90","±326","±325","±113"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,862","","83.9%","4.4%","0.1%","8.2%","0.0%","0.8%","2.6%","14.6%","71.3%","","5.8%","40.4%","33.0%","20.7%","","4,802","42.9%","57.1%","86.3%","34.6%","11.4%","8.2%","2.3%","0.2%","","54.4%","17.3%","18.3%","6.4%","2.9%","0.7%","","9.6%","30.4%","53.0%","6.9%","","3,060","59.6%","53.8%","5.8%","40.4%","30.7%","9.7%"
"        Margin of Error","","±526","","±4.0","±3.3","±0.2","±2.7","±0.6","±0.8","±1.2","±3.2","±4.5","","±2.9","±4.1","±3.7","±3.0","","±426","±5.9","±5.9","±3.8","±5.2","±3.5","±3.2","±1.6","±0.3","","±5.3","±4.1","±4.8","±2.8","±2.0","±0.7","","±3.0","±5.1","±6.4","±2.8","","±369","±7.5","±7.3","±2.9","±7.5","±8.2","±3.8"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","100,000","","100,102","-","-","113,533","-","70,189","79,432","63,819","104,916","","45,187","100,050","130,568","83,194","","138,088","135,147","140,071","148,500","156,447","50,972","39,766","-","-","","135,561","135,074","148,604","-","41,570","163,558","","111,923","105,917","148,896","114,358","","62,535","58,991","57,333","92,019","71,925","67,054","85,781"
"        Margin of Error","","±8,994","","±9,468","**","**","±15,256","**","±47,828","±28,698","±11,374","±22,468","","±12,271","±22,271","±22,778","±22,130","","±12,066","±22,024","±15,762","±15,124","±16,962","±25,007","±30,867","**","**","","±22,065","±59,824","±13,655","**","±24,785","±127,966","","±53,327","±29,829","±14,348","±63,792","","±7,918","±4,964","±5,694","±25,753","±13,243","±14,250","±12,616"
"ZCTA5 78736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,677","","3,576","0","0","70","0","0","31","616","2,974","","43","1,185","1,667","782","","2,519","977","1,542","2,244","901","213","46","62","30","","1,124","642","357","319","13","64","","451","495","1,177","396","","1,158","715","389","326","443","350","93"
"        Margin of Error","","±437","","±441","±22","±22","±60","±22","±22","±37","±245","±365","","±42","±258","±341","±168","","±311","±246","±229","±297","±242","±118","±48","±47","±37","","±223","±199","±147","±199","±23","±57","","±183","±149","±238","±236","","±351","±268","±137","±238","±275","±259","±85"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,677","","97.3%","0.0%","0.0%","1.9%","0.0%","0.0%","0.8%","16.8%","80.9%","","1.2%","32.2%","45.3%","21.3%","","2,519","38.8%","61.2%","89.1%","35.8%","8.5%","1.8%","2.5%","1.2%","","44.6%","25.5%","14.2%","12.7%","0.5%","2.5%","","17.9%","19.7%","46.7%","15.7%","","1,158","61.7%","33.6%","28.2%","38.3%","30.2%","8.0%"
"        Margin of Error","","±437","","±1.9","±1.2","±1.2","±1.7","±1.2","±1.2","±1.0","±5.8","±5.9","","±1.1","±5.7","±7.0","±4.6","","±311","±7.5","±7.5","±5.1","±7.4","±4.6","±1.9","±1.9","±1.4","","±6.8","±7.2","±6.2","±7.4","±0.9","±2.3","","±6.8","±5.5","±8.7","±8.8","","±351","±18.4","±13.1","±17.9","±18.4","±17.2","±7.9"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","97,184","","97,143","-","-","-","-","-","-","94,079","97,143","","-","105,042","114,539","67,250","","120,791","130,317","113,710","128,611","131,583","48,773","-","77,344","-","","98,611","115,147","155,925","171,170","-","130,333","","54,779","105,042","124,712","166,750","","64,094","62,589","38,950","64,246","78,130","78,303","-"
