"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Margin of Error","","±330","±108","±136","±269","±59","±1,145","±41","±56","±291","±514","±346","±863","±571","±1,144","±930","±898","±896","±686","±572","±572","±429","±699","±700","±579","±397","±397","±322","","±1,161","±1,158","±895","±1,169","±1,164","±887","±129","±129","±129","±68","±68","±68","±465","±465","±451","±22","±22","±22","±95","±95","±94","±264","±264","±111","±277","±277","±177","","(X)","(X)","(X)","(X)","","±6,453","**","**","±20,851","±8,538","±28,380"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.0%","22.7%","65.0%","5.3%","(X)","0.3%","0.4%","7.0%","16.0%","6.8%","43.8%","25.8%","99.3%","69.6%","(X)","99.1%","66.0%","(X)","100.0%","69.3%","(X)","99.0%","74.8%","(X)","100.0%","62.5%","","(X)","99.1%","66.6%","(X)","99.1%","66.6%","(X)","100.0%","100.0%","(X)","100.0%","100.0%","(X)","100.0%","88.4%","(X)","-","-","(X)","100.0%","82.9%","(X)","100.0%","27.0%","(X)","100.0%","54.7%","","0.0%","27.2%","7.6%","5.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±9.9","±11.6","±12.7","±5.6","(X)","±0.5","±0.6","±2.9","±5.0","±3.9","±6.7","±6.7","±0.8","±6.6","(X)","±1.4","±14.1","(X)","±2.6","±16.3","(X)","±1.6","±11.5","(X)","±4.5","±15.0","","(X)","±1.0","±7.1","(X)","±1.0","±7.4","(X)","±24.7","±24.7","(X)","±53.2","±53.2","(X)","±3.1","±11.5","(X)","**","**","(X)","±30.9","±31.5","(X)","±13.0","±34.4","(X)","±7.6","±27.9","","±45.4","±27.2","±11.4","±4.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","683","76","168","439","0","4,732","25","0","352","720","312","1,968","1,355","4,707","3,323","1,761","1,736","1,203","673","673","444","1,922","1,922","1,426","376","376","250","","3,678","3,653","2,448","3,538","3,513","2,361","156","156","156","0","0","0","685","685","593","0","0","0","49","49","39","164","164","87","146","146","93","","(X)","(X)","(X)","(X)","","77,046","-","70,914","58,799","80,155","121,481"
"        Margin of Error","","±236","±108","±127","±185","±22","±607","±41","±22","±271","±317","±203","±524","±411","±608","±591","±532","±524","±446","±279","±279","±232","±489","±489","±381","±175","±175","±141","","±593","±596","±510","±596","±598","±509","±129","±129","±129","±22","±22","±22","±246","±246","±267","±22","±22","±22","±64","±64","±62","±184","±184","±111","±102","±102","±82","","(X)","(X)","(X)","(X)","","±10,361","**","±28,292","±16,041","±35,423","±63,680"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.1%","24.6%","64.3%","0.0%","(X)","0.5%","0.0%","7.4%","15.2%","6.6%","41.6%","28.6%","99.5%","70.2%","(X)","98.6%","68.3%","(X)","100.0%","66.0%","(X)","100.0%","74.2%","(X)","100.0%","66.5%","","(X)","99.3%","66.6%","(X)","99.3%","66.7%","(X)","100.0%","100.0%","(X)","-","-","(X)","100.0%","86.6%","(X)","-","-","(X)","100.0%","79.6%","(X)","100.0%","53.0%","(X)","100.0%","63.7%","","0.0%","48.3%","0.0%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±14.7","±17.7","±19.1","±6.4","(X)","±0.9","±0.9","±5.4","±6.4","±4.5","±9.5","±8.3","±0.9","±9.1","(X)","±2.3","±12.8","(X)","±6.5","±27.0","(X)","±2.3","±14.4","(X)","±11.3","±19.5","","(X)","±1.1","±9.2","(X)","±1.2","±9.4","(X)","±24.7","±24.7","(X)","**","**","(X)","±6.4","±21.9","(X)","**","**","(X)","±49.9","±50.7","(X)","±23.7","±53.0","(X)","±26.0","±31.8","","±69.8","±41.4","±4.3","±3.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","400","0","78","265","57","4,257","0","34","274","720","299","1,966","964","4,223","2,930","1,115","1,115","695","1,038","1,038","741","1,494","1,460","1,128","610","610","366","","3,262","3,228","2,175","2,990","2,956","1,985","0","0","0","43","43","43","726","726","654","0","0","0","68","68","58","158","158","0","421","421","217","","(X)","(X)","(X)","(X)","","49,950","-","35,122","-","48,997","55,492"
"        Margin of Error","","±200","±22","±59","±162","±59","±795","±22","±56","±182","±372","±268","±583","±307","±787","±557","±477","±477","±323","±390","±390","±279","±349","±347","±324","±301","±301","±274","","±808","±797","±591","±815","±804","±578","±22","±22","±22","±68","±68","±68","±276","±276","±283","±22","±22","±22","±69","±69","±70","±195","±195","±22","±229","±229","±128","","(X)","(X)","(X)","(X)","","±7,095","**","±33,826","**","±2,798","±9,564"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","0.0%","19.5%","66.3%","14.3%","(X)","0.0%","0.8%","6.4%","16.9%","7.0%","46.2%","22.6%","99.2%","68.8%","(X)","100.0%","62.3%","(X)","100.0%","71.4%","(X)","97.7%","75.5%","(X)","100.0%","60.0%","","(X)","99.0%","66.7%","(X)","98.9%","66.4%","(X)","-","-","(X)","100.0%","100.0%","(X)","100.0%","90.1%","(X)","-","-","(X)","100.0%","85.3%","(X)","100.0%","0.0%","(X)","100.0%","51.5%","","0.0%","0.0%","15.2%","7.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±10.6","±14.4","±18.2","±14.1","(X)","±1.0","±1.3","±4.4","±7.3","±5.9","±8.8","±8.4","±1.3","±8.1","(X)","±4.0","±21.2","(X)","±4.2","±20.5","(X)","±3.7","±13.1","(X)","±7.1","±24.1","","(X)","±1.7","±9.0","(X)","±1.8","±9.5","(X)","**","**","(X)","±53.2","±53.2","(X)","±6.0","±12.8","(X)","**","**","(X)","±42.3","±36.7","(X)","±24.4","±24.4","(X)","±10.1","±32.9","","±59.8","±15.1","±21.8","±8.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,582","185","467","645","285","24,574","486","746","2,743","4,313","1,498","8,587","6,201","23,342","14,788","8,170","7,961","5,156","5,360","5,092","3,485","8,136","7,727","4,645","2,908","2,562","1,502","","15,777","15,297","9,336","13,476","13,239","8,334","2,338","2,108","488","186","120","90","4,260","4,004","3,655","0","0","0","591","547","387","1,422","1,266","832","3,761","3,296","1,766","","(X)","(X)","(X)","(X)","","53,693","30,069","27,851","40,213","64,967","75,060"
"        Margin of Error","","±349","±137","±165","±269","±117","±1,382","±223","±261","±578","±762","±445","±741","±725","±1,362","±1,039","±827","±808","±691","±727","±717","±538","±825","±834","±635","±414","±377","±311","","±1,267","±1,249","±847","±1,193","±1,165","±788","±684","±584","±240","±154","±83","±76","±586","±557","±550","±30","±30","±30","±270","±257","±217","±480","±435","±347","±554","±489","±346","","(X)","(X)","(X)","(X)","","±3,853","±4,039","±4,968","±5,268","±4,778","±9,140"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.7%","29.5%","40.8%","18.0%","(X)","2.0%","3.0%","11.2%","17.6%","6.1%","34.9%","25.2%","95.0%","60.2%","(X)","97.4%","63.1%","(X)","95.0%","65.0%","(X)","95.0%","57.1%","(X)","88.1%","51.7%","","(X)","97.0%","59.2%","(X)","98.2%","61.8%","(X)","90.2%","20.9%","(X)","64.5%","48.4%","(X)","94.0%","85.8%","(X)","-","-","(X)","92.6%","65.5%","(X)","89.0%","58.5%","(X)","87.6%","47.0%","","23.4%","8.5%","8.4%","3.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±8.3","±9.5","±12.1","±7.3","(X)","±0.9","±1.1","±2.3","±2.8","±1.7","±2.8","±2.5","±1.3","±3.1","(X)","±2.0","±6.0","(X)","±3.3","±8.4","(X)","±2.4","±5.2","(X)","±6.2","±6.8","","(X)","±1.2","±4.1","(X)","±1.1","±4.8","(X)","±7.0","±8.8","(X)","±21.5","±15.5","(X)","±3.1","±4.7","(X)","**","**","(X)","±7.5","±14.7","(X)","±10.6","±14.4","(X)","±4.8","±6.5","","±13.9","±5.6","±4.1","±1.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","971","137","236","361","237","12,432","36","424","1,531","2,078","502","4,636","3,225","11,972","7,861","4,539","4,504","2,787","2,637","2,475","1,798","3,948","3,772","2,458","1,308","1,221","818","","7,773","7,546","4,812","6,562","6,468","4,303","1,368","1,242","322","90","34","23","2,235","2,193","2,073","0","0","0","305","296","218","661","661","413","1,973","1,775","935","","(X)","(X)","(X)","(X)","","67,301","30,463","45,511","49,458","80,498","93,795"
"        Margin of Error","","±250","±123","±101","±163","±105","±777","±33","±201","±393","±387","±155","±538","±494","±778","±685","±601","±600","±522","±360","±364","±294","±535","±543","±457","±253","±242","±200","","±626","±630","±574","±551","±549","±529","±494","±462","±192","±78","±32","±26","±422","±420","±418","±30","±30","±30","±197","±194","±182","±269","±269","±206","±334","±340","±272","","(X)","(X)","(X)","(X)","","±4,448","±5,980","±19,704","±12,136","±9,280","±11,549"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.1%","24.3%","37.2%","24.4%","(X)","0.3%","3.4%","12.3%","16.7%","4.0%","37.3%","25.9%","96.3%","63.2%","(X)","99.2%","61.4%","(X)","93.9%","68.2%","(X)","95.5%","62.3%","(X)","93.3%","62.5%","","(X)","97.1%","61.9%","(X)","98.6%","65.6%","(X)","90.8%","23.5%","(X)","37.8%","25.6%","(X)","98.1%","92.8%","(X)","-","-","(X)","97.0%","71.5%","(X)","100.0%","62.5%","(X)","90.0%","47.4%","","30.4%","4.2%","4.2%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±11.4","±10.2","±12.6","±10.3","(X)","±0.3","±1.6","±3.0","±3.0","±1.2","±3.8","±3.5","±1.6","±3.8","(X)","±0.8","±8.0","(X)","±6.0","±7.4","(X)","±2.9","±6.9","(X)","±6.6","±8.4","","(X)","±1.6","±4.2","(X)","±1.4","±4.7","(X)","±11.0","±12.4","(X)","±49.0","±39.7","(X)","±2.3","±4.5","(X)","**","**","(X)","±5.2","±20.9","(X)","±6.6","±20.5","(X)","±4.9","±10.2","","±25.9","±6.2","±4.0","±1.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","611","48","231","284","48","12,142","450","322","1,212","2,235","996","3,951","2,976","11,370","6,927","3,631","3,457","2,369","2,723","2,617","1,687","4,188","3,955","2,187","1,600","1,341","684","","8,004","7,751","4,524","6,914","6,771","4,031","970","866","166","96","86","67","2,025","1,811","1,582","0","0","0","286","251","169","761","605","419","1,788","1,521","831","","(X)","(X)","(X)","(X)","","43,845","-","25,531","32,224","52,776","58,190"
"        Margin of Error","","±261","±41","±130","±200","±29","±988","±220","±160","±344","±594","±415","±465","±388","±970","±600","±515","±480","±331","±551","±549","±340","±556","±551","±354","±269","±222","±165","","±911","±892","±478","±910","±891","±479","±305","±264","±113","±84","±82","±78","±291","±261","±251","±30","±30","±30","±138","±126","±106","±288","±237","±202","±364","±305","±212","","(X)","(X)","(X)","(X)","","±2,584","**","±5,313","±10,810","±4,756","±6,420"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.9%","37.8%","46.5%","7.9%","(X)","3.7%","2.7%","10.0%","18.4%","8.2%","32.5%","24.5%","93.6%","57.0%","(X)","95.2%","65.2%","(X)","96.1%","62.0%","(X)","94.4%","52.2%","(X)","83.8%","42.8%","","(X)","96.8%","56.5%","(X)","97.9%","58.3%","(X)","89.3%","17.1%","(X)","89.6%","69.8%","(X)","89.4%","78.1%","(X)","-","-","(X)","87.8%","59.1%","(X)","79.5%","55.1%","(X)","85.1%","46.5%","","19.3%","14.1%","11.7%","2.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±7.2","±16.8","±20.0","±5.5","(X)","±1.8","±1.3","±2.7","±4.4","±3.0","±3.9","±3.0","±2.0","±4.8","(X)","±4.1","±8.5","(X)","±3.0","±12.9","(X)","±3.9","±6.3","(X)","±9.0","±8.5","","(X)","±1.9","±6.6","(X)","±1.8","±7.7","(X)","±11.0","±10.7","(X)","±19.3","±38.4","(X)","±5.2","±7.4","(X)","**","**","(X)","±11.7","±19.4","(X)","±18.6","±20.6","(X)","±8.1","±9.7","","±13.7","±9.2","±6.8","±1.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,370","103","456","583","228","15,846","351","198","3,368","3,244","867","5,818","2,000","15,297","7,818","4,921","4,850","2,814","4,796","4,620","2,336","4,639","4,453","2,117","1,490","1,374","551","","10,132","9,859","5,325","7,262","7,165","4,403","2,309","2,285","481","46","46","37","1,396","1,287","966","0","0","0","747","741","280","1,216","1,079","729","4,388","4,072","1,619","","(X)","(X)","(X)","(X)","","48,269","-","28,442","47,850","57,590","77,000"
"        Margin of Error","","±380","±89","±289","±228","±104","±1,388","±239","±100","±538","±599","±239","±963","±397","±1,334","±1,013","±878","±867","±695","±1,042","±1,027","±834","±746","±649","±441","±325","±305","±212","","±1,001","±992","±942","±955","±951","±904","±726","±725","±253","±72","±72","±69","±365","±358","±331","±26","±26","±26","±368","±369","±202","±685","±633","±561","±895","±873","±642","","(X)","(X)","(X)","(X)","","±8,125","**","±4,685","±11,685","±10,896","±15,982"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.5%","33.3%","42.6%","16.6%","(X)","2.2%","1.2%","21.3%","20.5%","5.5%","36.7%","12.6%","96.5%","49.3%","(X)","98.6%","57.2%","(X)","96.3%","48.7%","(X)","96.0%","45.6%","(X)","92.2%","37.0%","","(X)","97.3%","52.6%","(X)","98.7%","60.6%","(X)","99.0%","20.8%","(X)","100.0%","80.4%","(X)","92.2%","69.2%","(X)","-","-","(X)","99.2%","37.5%","(X)","88.7%","60.0%","(X)","92.8%","36.9%","","15.3%","20.3%","6.8%","9.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±6.5","±15.2","±14.3","±8.3","(X)","±1.5","±0.6","±3.1","±3.2","±1.5","±4.4","±2.6","±1.5","±4.4","(X)","±1.1","±7.8","(X)","±1.8","±10.2","(X)","±4.3","±7.0","(X)","±5.0","±11.0","","(X)","±1.2","±5.8","(X)","±0.9","±6.1","(X)","±1.5","±9.3","(X)","±51.5","±38.5","(X)","±5.8","±13.3","(X)","**","**","(X)","±1.8","±16.8","(X)","±17.1","±26.5","(X)","±5.0","±10.0","","±13.6","±7.9","±3.0","±8.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","596","79","112","255","150","8,021","56","107","1,816","1,341","531","3,289","881","7,858","4,170","2,662","2,656","1,456","2,531","2,405","1,312","2,289","2,274","1,138","539","523","264","","5,501","5,364","2,973","3,893","3,893","2,388","955","954","206","46","46","37","717","701","458","0","0","0","295","289","146","507","504","350","2,276","2,133","1,036","","(X)","(X)","(X)","(X)","","54,487","-","27,117","51,346","65,506","87,658"
"        Margin of Error","","±168","±83","±78","±153","±87","±766","±62","±73","±484","±271","±145","±609","±272","±770","±608","±502","±501","±356","±513","±500","±451","±388","±393","±330","±121","±120","±103","","±611","±608","±573","±544","±544","±524","±392","±392","±145","±72","±72","±69","±212","±205","±161","±26","±26","±26","±159","±161","±132","±333","±332","±300","±542","±562","±407","","(X)","(X)","(X)","(X)","","±8,417","**","±6,737","±8,678","±10,801","±10,441"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.3%","18.8%","42.8%","25.2%","(X)","0.7%","1.3%","22.6%","16.7%","6.6%","41.0%","11.0%","98.0%","52.0%","(X)","99.8%","54.7%","(X)","95.0%","51.8%","(X)","99.3%","49.7%","(X)","97.0%","49.0%","","(X)","97.5%","54.0%","(X)","100.0%","61.3%","(X)","99.9%","21.6%","(X)","100.0%","80.4%","(X)","97.8%","63.9%","(X)","-","-","(X)","98.0%","49.5%","(X)","99.4%","69.0%","(X)","93.7%","45.5%","","39.3%","17.3%","5.9%","7.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±13.6","±12.3","±19.7","±14.4","(X)","±0.8","±0.9","±5.0","±3.2","±1.9","±6.0","±3.6","±1.3","±6.0","(X)","±0.4","±9.1","(X)","±2.9","±11.4","(X)","±1.6","±11.1","(X)","±6.3","±17.1","","(X)","±1.7","±7.5","(X)","±1.1","±7.7","(X)","±0.3","±12.3","(X)","±51.5","±38.5","(X)","±4.8","±18.2","(X)","**","**","(X)","±4.4","±27.0","(X)","±2.1","±25.9","(X)","±4.6","±11.7","","±30.1","±10.3","±4.0","±7.5","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","774","24","344","328","78","7,825","295","91","1,552","1,903","336","2,529","1,119","7,439","3,648","2,259","2,194","1,358","2,265","2,215","1,024","2,350","2,179","979","951","851","287","","4,631","4,495","2,352","3,369","3,272","2,015","1,354","1,331","275","0","0","0","679","586","508","0","0","0","452","452","134","709","575","379","2,112","1,939","583","","(X)","(X)","(X)","(X)","","40,531","-","30,212","41,269","40,214","61,489"
"        Margin of Error","","±328","±37","±271","±154","±50","±881","±233","±64","±342","±544","±142","±572","±307","±861","±590","±520","±511","±439","±676","±673","±439","±425","±366","±271","±282","±264","±138","","±556","±561","±510","±522","±520","±484","±528","±529","±203","±26","±26","±26","±207","±208","±197","±26","±26","±26","±258","±258","±157","±401","±338","±284","±515","±467","±335","","(X)","(X)","(X)","(X)","","±4,574","**","±5,347","±19,039","±9,144","±12,556"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
