"Label (Grouping)","Total civilian noninstitutionalized population","Total civilian noninstitutionalized population!!SEX","Total civilian noninstitutionalized population!!SEX!!Male","Total civilian noninstitutionalized population!!SEX!!Female","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race)","Total civilian noninstitutionalized population!!AGE","Total civilian noninstitutionalized population!!AGE!!Under 5 years","Total civilian noninstitutionalized population!!AGE!!5 to 17 years","Total civilian noninstitutionalized population!!AGE!!18 to 34 years","Total civilian noninstitutionalized population!!AGE!!35 to 64 years","Total civilian noninstitutionalized population!!AGE!!65 to 74 years","Total civilian noninstitutionalized population!!AGE!!75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population under 5 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population 5 to 17 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population under 5 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population 5 to 17 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 75 years and over"
"ZCTA5 78727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","31,810","","16,512","15,298","","20,200","3,077","250","5,512","0","671","2,100","16,744","5,335","","2,305","3,395","9,752","13,462","1,891","1,005","","(X)","5,700","2,305","3,395","23,214","9,752","13,462","2,896","1,891","1,005","(X)","5,700","2,305","3,395","23,214","9,752","13,462","2,896","1,891","1,005","(X)","3,395","23,214","9,752","13,462","2,896","1,891","1,005","(X)","3,395","23,214","9,752","13,462","2,896","1,891","1,005","(X)","3,395","23,214","9,752","13,462","2,896","1,891","1,005","(X)","23,214","9,752","13,462","2,896","1,891","1,005"
"        Margin of Error","±1,937","","±1,218","±1,086","","±1,744","±830","±228","±716","±30","±311","±605","±1,668","±795","","±466","±448","±896","±1,105","±322","±257","","(X)","±762","±466","±448","±1,455","±896","±1,105","±409","±322","±257","(X)","±762","±466","±448","±1,455","±896","±1,105","±409","±322","±257","(X)","±448","±1,455","±896","±1,105","±409","±322","±257","(X)","±448","±1,455","±896","±1,105","±409","±322","±257","(X)","±448","±1,455","±896","±1,105","±409","±322","±257","(X)","±1,455","±896","±1,105","±409","±322","±257"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,946","","1,477","1,469","","1,810","391","12","445","0","52","236","1,611","442","","0","148","586","1,352","322","538","","737","18","0","18","307","61","246","412","129","283","669","18","0","18","440","134","306","211","105","106","1,050","148","685","345","340","217","72","145","1,498","0","883","200","683","615","225","390","472","5","266","84","182","201","23","178","1,018","614","193","421","404","58","346"
"        Margin of Error","±483","","±324","±348","","±370","±239","±20","±259","±30","±61","±161","±334","±199","","±30","±120","±219","±388","±161","±170","","±219","±22","±30","±22","±130","±69","±118","±171","±102","±135","±230","±22","±30","±22","±253","±101","±233","±126","±104","±66","±274","±120","±203","±164","±145","±124","±100","±79","±350","±30","±278","±127","±266","±207","±148","±148","±189","±8","±142","±66","±124","±110","±22","±114","±263","±204","±123","±183","±125","±35","±127"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.3%","","8.9%","9.6%","","9.0%","12.7%","4.8%","8.1%","-","7.7%","11.2%","9.6%","8.3%","","0.0%","4.4%","6.0%","10.0%","17.0%","53.5%","","2.3%","0.3%","0.0%","0.5%","1.3%","0.6%","1.8%","14.2%","6.8%","28.2%","2.1%","0.3%","0.0%","0.5%","1.9%","1.4%","2.3%","7.3%","5.6%","10.5%","3.6%","4.4%","3.0%","3.5%","2.5%","7.5%","3.8%","14.4%","5.1%","0.0%","3.8%","2.1%","5.1%","21.2%","11.9%","38.8%","1.6%","0.1%","1.1%","0.9%","1.4%","6.9%","1.2%","17.7%","3.9%","2.6%","2.0%","3.1%","14.0%","3.1%","34.4%"
"        Margin of Error","±1.6","","±2.1","±2.3","","±1.9","±7.4","±9.7","±4.4","**","±8.8","±6.7","±2.0","±3.5","","±1.9","±3.6","±2.3","±2.8","±7.2","±12.3","","±0.7","±0.4","±1.9","±0.6","±0.6","±0.7","±0.9","±5.4","±5.0","±11.6","±0.7","±0.4","±1.9","±0.6","±1.1","±1.0","±1.7","±3.9","±5.1","±6.2","±1.0","±3.6","±0.9","±1.7","±1.1","±3.9","±5.0","±7.2","±1.2","±1.3","±1.2","±1.3","±2.0","±6.0","±6.9","±11.4","±0.6","±0.2","±0.6","±0.7","±0.9","±3.7","±1.2","±9.8","±1.0","±0.9","±1.3","±1.3","±4.3","±2.0","±11.2"
"ZCTA5 78728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,844","","10,857","10,987","","13,189","3,414","56","1,946","0","990","2,249","9,065","6,700","","1,750","2,891","6,291","9,422","992","498","","(X)","4,641","1,750","2,891","15,713","6,291","9,422","1,490","992","498","(X)","4,641","1,750","2,891","15,713","6,291","9,422","1,490","992","498","(X)","2,891","15,713","6,291","9,422","1,490","992","498","(X)","2,891","15,713","6,291","9,422","1,490","992","498","(X)","2,891","15,713","6,291","9,422","1,490","992","498","(X)","15,713","6,291","9,422","1,490","992","498"
"        Margin of Error","±2,116","","±909","±1,506","","±1,658","±1,114","±76","±547","±26","±499","±922","±1,524","±1,295","","±370","±784","±960","±1,217","±270","±158","","(X)","±896","±370","±784","±1,571","±960","±1,217","±325","±270","±158","(X)","±896","±370","±784","±1,571","±960","±1,217","±325","±270","±158","(X)","±784","±1,571","±960","±1,217","±325","±270","±158","(X)","±784","±1,571","±960","±1,217","±325","±270","±158","(X)","±784","±1,571","±960","±1,217","±325","±270","±158","(X)","±1,571","±960","±1,217","±325","±270","±158"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,066","","804","1,262","","1,415","288","0","80","0","152","131","1,154","454","","0","330","398","702","325","311","","609","11","0","11","395","109","286","203","54","149","494","11","0","11","392","231","161","91","8","83","877","114","432","157","275","331","141","190","741","11","347","23","324","383","177","206","372","11","190","25","165","171","82","89","730","313","81","232","417","213","204"
"        Margin of Error","±448","","±258","±371","","±404","±174","±26","±70","±26","±161","±111","±368","±202","","±26","±324","±203","±236","±178","±92","","±182","±16","±26","±16","±171","±72","±140","±91","±49","±71","±242","±16","±26","±16","±229","±183","±91","±60","±14","±56","±275","±79","±184","±100","±143","±167","±153","±68","±202","±16","±152","±26","±150","±124","±101","±85","±175","±16","±122","±26","±119","±104","±83","±55","±254","±172","±74","±138","±188","±167","±71"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.5%","","7.4%","11.5%","","10.7%","8.4%","0.0%","4.1%","-","15.4%","5.8%","12.7%","6.8%","","0.0%","11.4%","6.3%","7.5%","32.8%","62.4%","","2.8%","0.2%","0.0%","0.4%","2.5%","1.7%","3.0%","13.6%","5.4%","29.9%","2.3%","0.2%","0.0%","0.4%","2.5%","3.7%","1.7%","6.1%","0.8%","16.7%","4.4%","3.9%","2.7%","2.5%","2.9%","22.2%","14.2%","38.2%","3.7%","0.4%","2.2%","0.4%","3.4%","25.7%","17.8%","41.4%","1.9%","0.4%","1.2%","0.4%","1.8%","11.5%","8.3%","17.9%","4.2%","2.0%","1.3%","2.5%","28.0%","21.5%","41.0%"
"        Margin of Error","±1.8","","±2.3","±3.0","","±2.6","±4.8","±46.6","±3.2","**","±15.8","±5.3","±3.0","±3.2","","±2.5","±9.3","±3.2","±2.6","±14.0","±12.9","","±0.8","±0.3","±2.5","±0.6","±1.0","±1.2","±1.5","±5.5","±4.9","±11.0","±1.1","±0.3","±2.5","±0.6","±1.5","±2.9","±1.0","±3.9","±1.4","±12.2","±1.3","±2.8","±1.2","±1.6","±1.5","±10.0","±14.5","±12.4","±1.1","±0.6","±1.0","±0.4","±1.6","±7.5","±8.9","±14.5","±0.9","±0.6","±0.8","±0.4","±1.2","±6.1","±7.6","±11.1","±1.5","±1.1","±1.2","±1.5","±9.7","±14.2","±7.9"
"ZCTA5 78729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,707","","14,953","12,754","","20,631","1,338","97","3,100","0","798","1,743","16,028","6,164","","1,904","3,091","8,696","11,574","1,544","898","","(X)","4,995","1,904","3,091","20,270","8,696","11,574","2,442","1,544","898","(X)","4,995","1,904","3,091","20,270","8,696","11,574","2,442","1,544","898","(X)","3,091","20,270","8,696","11,574","2,442","1,544","898","(X)","3,091","20,270","8,696","11,574","2,442","1,544","898","(X)","3,091","20,270","8,696","11,574","2,442","1,544","898","(X)","20,270","8,696","11,574","2,442","1,544","898"
"        Margin of Error","±1,691","","±1,169","±944","","±1,400","±545","±72","±729","±26","±373","±641","±1,275","±987","","±373","±525","±935","±1,048","±294","±293","","(X)","±687","±373","±525","±1,431","±935","±1,048","±463","±294","±293","(X)","±687","±373","±525","±1,431","±935","±1,048","±463","±294","±293","(X)","±525","±1,431","±935","±1,048","±463","±294","±293","(X)","±525","±1,431","±935","±1,048","±463","±294","±293","(X)","±525","±1,431","±935","±1,048","±463","±294","±293","(X)","±1,431","±935","±1,048","±463","±294","±293"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,604","","1,149","1,455","","2,297","127","0","70","0","37","73","2,111","249","","31","140","568","985","281","599","","482","65","31","34","178","46","132","239","21","218","577","23","0","23","311","56","255","243","21","222","1,319","83","993","406","587","243","19","224","895","0","451","54","397","444","100","344","177","18","26","7","19","133","4","129","1,272","631","236","395","641","175","466"
"        Margin of Error","±758","","±406","±448","","±728","±124","±26","±65","±26","±46","±67","±698","±172","","±39","±101","±315","±521","±191","±262","","±203","±57","±39","±48","±123","±72","±110","±121","±25","±119","±333","±38","±26","±38","±280","±59","±262","±192","±24","±192","±584","±86","±565","±270","±498","±138","±29","±133","±343","±26","±275","±75","±264","±198","±68","±188","±113","±23","±29","±12","±26","±108","±8","±106","±627","±500","±139","±484","±387","±184","±253"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.4%","","7.7%","11.4%","","11.1%","9.5%","0.0%","2.3%","-","4.6%","4.2%","13.2%","4.0%","","1.6%","4.5%","6.5%","8.5%","18.2%","66.7%","","1.7%","1.3%","1.6%","1.1%","0.9%","0.5%","1.1%","9.8%","1.4%","24.3%","2.1%","0.5%","0.0%","0.7%","1.5%","0.6%","2.2%","10.0%","1.4%","24.7%","5.1%","2.7%","4.9%","4.7%","5.1%","10.0%","1.2%","24.9%","3.5%","0.0%","2.2%","0.6%","3.4%","18.2%","6.5%","38.3%","0.7%","0.6%","0.1%","0.1%","0.2%","5.4%","0.3%","14.4%","5.6%","3.1%","2.7%","3.4%","26.2%","11.3%","51.9%"
"        Margin of Error","±2.7","","±2.7","±3.4","","±3.4","±7.8","±35.0","±2.0","**","±5.2","±3.8","±4.0","±2.8","","±2.1","±3.2","±3.6","±4.4","±10.8","±11.8","","±0.7","±1.1","±2.1","±1.6","±0.6","±0.8","±1.0","±4.6","±1.6","±11.8","±1.2","±0.7","±2.3","±1.2","±1.4","±0.7","±2.2","±6.6","±1.5","±16.9","±2.2","±2.8","±2.8","±3.1","±4.2","±5.3","±1.9","±13.5","±1.3","±1.4","±1.3","±0.9","±2.3","±7.3","±4.4","±15.1","±0.4","±0.8","±0.1","±0.1","±0.2","±4.2","±0.5","±11.2","±2.7","±2.5","±1.6","±4.2","±12.5","±11.0","±15.9"
"ZCTA5 78730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,462","","5,488","4,974","","8,491","118","22","615","141","100","975","7,073","2,147","","593","1,995","1,599","4,794","1,242","239","","(X)","2,588","593","1,995","6,393","1,599","4,794","1,481","1,242","239","(X)","2,588","593","1,995","6,393","1,599","4,794","1,481","1,242","239","(X)","1,995","6,393","1,599","4,794","1,481","1,242","239","(X)","1,995","6,393","1,599","4,794","1,481","1,242","239","(X)","1,995","6,393","1,599","4,794","1,481","1,242","239","(X)","6,393","1,599","4,794","1,481","1,242","239"
"        Margin of Error","±1,420","","±751","±902","","±911","±106","±38","±285","±230","±116","±615","±883","±769","","±531","±446","±404","±671","±328","±142","","(X)","±716","±531","±446","±847","±404","±671","±328","±328","±142","(X)","±716","±531","±446","±847","±404","±671","±328","±328","±142","(X)","±446","±847","±404","±671","±328","±328","±142","(X)","±446","±847","±404","±671","±328","±328","±142","(X)","±446","±847","±404","±671","±328","±328","±142","(X)","±847","±404","±671","±328","±328","±142"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","497","","286","211","","443","0","0","15","0","0","39","347","96","","0","59","128","125","93","92","","167","0","0","0","77","37","40","90","31","59","76","2","0","2","57","37","20","17","0","17","241","45","178","128","50","18","18","0","115","12","0","0","0","103","44","59","47","12","0","0","0","35","0","35","84","15","0","15","69","18","51"
"        Margin of Error","±199","","±141","±120","","±194","±22","±22","±24","±22","±22","±46","±170","±95","","±22","±73","±103","±113","±60","±88","","±105","±22","±22","±22","±81","±51","±66","±76","±36","±69","±59","±12","±22","±12","±55","±51","±32","±26","±22","±26","±139","±65","±131","±103","±80","±27","±27","±22","±89","±18","±22","±22","±22","±86","±43","±69","±62","±18","±22","±22","±22","±58","±22","±58","±68","±24","±22","±24","±66","±27","±63"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.8%","","5.2%","4.2%","","5.2%","0.0%","0.0%","2.4%","0.0%","0.0%","4.0%","4.9%","4.5%","","0.0%","3.0%","8.0%","2.6%","7.5%","38.5%","","1.6%","0.0%","0.0%","0.0%","1.2%","2.3%","0.8%","6.1%","2.5%","24.7%","0.7%","0.1%","0.0%","0.1%","0.9%","2.3%","0.4%","1.1%","0.0%","7.1%","2.4%","2.3%","2.8%","8.0%","1.0%","1.2%","1.4%","0.0%","1.2%","0.6%","0.0%","0.0%","0.0%","7.0%","3.5%","24.7%","0.5%","0.6%","0.0%","0.0%","0.0%","2.4%","0.0%","14.6%","1.1%","0.2%","0.0%","0.3%","4.7%","1.4%","21.3%"
"        Margin of Error","±1.9","","±2.6","±2.5","","±2.2","±30.7","±74.4","±3.8","±26.8","±34.4","±4.8","±2.4","±4.4","","±7.3","±3.6","±6.5","±2.3","±5.0","±24.1","","±1.0","±1.7","±7.3","±2.2","±1.3","±3.2","±1.4","±5.3","±2.9","±20.8","±0.6","±0.5","±7.3","±0.6","±0.9","±3.2","±0.7","±1.8","±3.6","±10.5","±1.4","±3.2","±2.0","±6.5","±1.7","±1.9","±2.3","±17.1","±0.9","±0.9","±0.7","±2.8","±0.9","±5.9","±3.6","±20.8","±0.6","±0.9","±0.7","±2.8","±0.9","±3.9","±3.6","±19.7","±0.9","±0.4","±2.8","±0.5","±4.6","±2.3","±19.2"
"ZCTA5 78731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,664","","13,976","13,688","","23,399","268","53","2,417","0","394","1,133","21,038","3,238","","1,307","3,563","7,344","10,549","2,394","2,507","","(X)","4,870","1,307","3,563","17,893","7,344","10,549","4,901","2,394","2,507","(X)","4,870","1,307","3,563","17,893","7,344","10,549","4,901","2,394","2,507","(X)","3,563","17,893","7,344","10,549","4,901","2,394","2,507","(X)","3,563","17,893","7,344","10,549","4,901","2,394","2,507","(X)","3,563","17,893","7,344","10,549","4,901","2,394","2,507","(X)","17,893","7,344","10,549","4,901","2,394","2,507"
"        Margin of Error","±1,629","","±1,043","±916","","±1,632","±174","±86","±530","±26","±161","±372","±1,688","±585","","±217","±446","±988","±888","±298","±519","","(X)","±451","±217","±446","±1,331","±988","±888","±617","±298","±519","(X)","±451","±217","±446","±1,331","±988","±888","±617","±298","±519","(X)","±446","±1,331","±988","±888","±617","±298","±519","(X)","±446","±1,331","±988","±888","±617","±298","±519","(X)","±446","±1,331","±988","±888","±617","±298","±519","(X)","±1,331","±988","±888","±617","±298","±519"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,922","","884","1,038","","1,819","5","0","18","0","2","78","1,692","172","","0","123","176","456","180","987","","661","6","0","6","89","20","69","566","103","463","288","24","0","24","104","39","65","160","28","132","758","88","296","122","174","374","4","370","780","0","202","8","194","578","51","527","390","9","54","21","33","327","10","317","825","233","36","197","592","17","575"
"        Margin of Error","±263","","±190","±211","","±269","±5","±26","±27","±26","±4","±56","±281","±112","","±26","±67","±84","±134","±82","±191","","±157","±10","±26","±10","±52","±24","±45","±144","±61","±127","±103","±34","±26","±34","±78","±63","±45","±72","±29","±71","±193","±64","±107","±59","±100","±135","±7","±135","±162","±26","±96","±13","±98","±139","±36","±137","±138","±11","±37","±18","±34","±128","±12","±128","±195","±101","±31","±102","±182","±16","±179"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.9%","","6.3%","7.6%","","7.8%","1.9%","0.0%","0.7%","-","0.5%","6.9%","8.0%","5.3%","","0.0%","3.5%","2.4%","4.3%","7.5%","39.4%","","2.4%","0.1%","0.0%","0.2%","0.5%","0.3%","0.7%","11.5%","4.3%","18.5%","1.0%","0.5%","0.0%","0.7%","0.6%","0.5%","0.6%","3.3%","1.2%","5.3%","2.9%","2.5%","1.7%","1.7%","1.6%","7.6%","0.2%","14.8%","3.0%","0.0%","1.1%","0.1%","1.8%","11.8%","2.1%","21.0%","1.5%","0.3%","0.3%","0.3%","0.3%","6.7%","0.4%","12.6%","3.6%","1.3%","0.5%","1.9%","12.1%","0.7%","22.9%"
"        Margin of Error","±1.0","","±1.4","±1.6","","±1.2","±2.7","±47.9","±1.1","**","±0.9","±4.7","±1.3","±3.3","","±3.4","±1.8","±1.2","±1.2","±3.3","±8.4","","±0.6","±0.2","±3.4","±0.3","±0.3","±0.3","±0.4","±2.9","±2.5","±5.3","±0.4","±0.7","±3.4","±1.0","±0.4","±0.8","±0.4","±1.5","±1.2","±2.9","±0.7","±1.8","±0.6","±0.9","±0.9","±2.6","±0.3","±5.3","±0.6","±1.3","±0.5","±0.2","±0.9","±2.7","±1.5","±5.6","±0.5","±0.3","±0.2","±0.3","±0.3","±2.4","±0.5","±5.0","±0.9","±0.6","±0.4","±1.0","±3.4","±0.7","±6.8"
"ZCTA5 78732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
