"Label (Grouping)","Total civilian noninstitutionalized population","Total civilian noninstitutionalized population!!SEX","Total civilian noninstitutionalized population!!SEX!!Male","Total civilian noninstitutionalized population!!SEX!!Female","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race)","Total civilian noninstitutionalized population!!AGE","Total civilian noninstitutionalized population!!AGE!!Under 5 years","Total civilian noninstitutionalized population!!AGE!!5 to 17 years","Total civilian noninstitutionalized population!!AGE!!18 to 34 years","Total civilian noninstitutionalized population!!AGE!!35 to 64 years","Total civilian noninstitutionalized population!!AGE!!65 to 74 years","Total civilian noninstitutionalized population!!AGE!!75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population under 5 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population 5 to 17 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population under 5 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population 5 to 17 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 75 years and over"
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","83,635","","41,355","42,280","","65,896","2,293","255","7,767","189","1,984","5,251","52,910","17,953","","5,271","17,700","18,138","34,742","4,835","2,949","","(X)","22,971","5,271","17,700","52,880","18,138","34,742","7,784","4,835","2,949","(X)","22,971","5,271","17,700","52,880","18,138","34,742","7,784","4,835","2,949","(X)","17,700","52,880","18,138","34,742","7,784","4,835","2,949","(X)","17,700","52,880","18,138","34,742","7,784","4,835","2,949","(X)","17,700","52,880","18,138","34,742","7,784","4,835","2,949","(X)","52,880","18,138","34,742","7,784","4,835","2,949"
"        Margin of Error","±1,566","","±1,349","±1,333","","±2,417","±752","±205","±1,091","±211","±848","±1,107","±2,422","±1,722","","±617","±1,108","±1,443","±1,285","±501","±489","","(X)","±1,076","±617","±1,108","±1,640","±1,443","±1,285","±695","±501","±489","(X)","±1,076","±617","±1,108","±1,640","±1,443","±1,285","±695","±501","±489","(X)","±1,108","±1,640","±1,443","±1,285","±695","±501","±489","(X)","±1,108","±1,640","±1,443","±1,285","±695","±501","±489","(X)","±1,108","±1,640","±1,443","±1,285","±695","±501","±489","(X)","±1,640","±1,443","±1,285","±695","±501","±489"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,269","","3,224","4,045","","6,164","370","18","267","0","214","236","5,246","1,228","","0","739","1,715","2,689","646","1,480","","2,273","302","0","302","1,261","504","757","710","217","493","1,229","79","0","79","744","129","615","406","30","376","2,900","351","1,856","1,043","813","693","151","542","2,586","9","1,374","291","1,083","1,203","350","853","1,064","65","529","89","440","470","87","383","2,477","1,336","668","668","1,141","272","869"
"        Margin of Error","±855","","±549","±640","","±788","±234","±31","±141","±33","±142","±125","±716","±388","","±33","±359","±443","±670","±191","±373","","±513","±323","±33","±323","±414","±245","±304","±193","±118","±168","±391","±56","±33","±56","±331","±117","±294","±221","±35","±212","±572","±145","±452","±382","±308","±246","±89","±229","±396","±18","±323","±157","±314","±284","±134","±279","±335","±54","±279","±77","±280","±181","±64","±184","±517","±411","±348","±203","±282","±124","±287"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8.7%","","7.8%","9.6%","","9.4%","16.1%","7.1%","3.4%","0.0%","10.8%","4.5%","9.9%","6.8%","","0.0%","4.2%","9.5%","7.7%","13.4%","50.2%","","2.7%","1.3%","0.0%","1.7%","2.4%","2.8%","2.2%","9.1%","4.5%","16.7%","1.5%","0.3%","0.0%","0.4%","1.4%","0.7%","1.8%","5.2%","0.6%","12.8%","3.7%","2.0%","3.5%","5.8%","2.3%","8.9%","3.1%","18.4%","3.3%","0.1%","2.6%","1.6%","3.1%","15.5%","7.2%","28.9%","1.4%","0.4%","1.0%","0.5%","1.3%","6.0%","1.8%","13.0%","4.1%","2.5%","3.7%","1.9%","14.7%","5.6%","29.5%"
"        Margin of Error","±1.0","","±1.2","±1.4","","±1.2","±8.7","±12.6","±1.8","±21.0","±5.8","±2.5","±1.3","±2.2","","±0.8","±1.9","±2.1","±1.8","±3.6","±8.2","","±0.6","±1.4","±0.8","±1.8","±0.8","±1.3","±0.8","±2.3","±2.4","±4.9","±0.5","±0.2","±0.8","±0.3","±0.6","±0.6","±0.8","±2.7","±0.8","±6.3","±0.7","±0.8","±0.8","±2.0","±0.9","±2.9","±1.8","±6.7","±0.5","±0.1","±0.6","±0.9","±0.9","±3.2","±2.6","±7.8","±0.4","±0.3","±0.5","±0.4","±0.8","±2.2","±1.3","±5.8","±0.8","±0.7","±1.8","±0.6","±3.3","±2.5","±8.2"
"ZCTA5 78615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,363","","697","666","","1,018","0","105","0","0","37","203","739","618","","126","370","303","376","103","85","","(X)","496","126","370","679","303","376","188","103","85","(X)","496","126","370","679","303","376","188","103","85","(X)","370","679","303","376","188","103","85","(X)","370","679","303","376","188","103","85","(X)","370","679","303","376","188","103","85","(X)","679","303","376","188","103","85"
"        Margin of Error","±490","","±258","±264","","±340","±14","±167","±14","±14","±42","±315","±225","±455","","±109","±180","±195","±116","±47","±51","","(X)","±262","±109","±180","±259","±195","±116","±65","±47","±51","(X)","±262","±109","±180","±259","±195","±116","±65","±47","±51","(X)","±180","±259","±195","±116","±65","±47","±51","(X)","±180","±259","±195","±116","±65","±47","±51","(X)","±180","±259","±195","±116","±65","±47","±51","(X)","±259","±195","±116","±65","±47","±51"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","222","","152","70","","208","0","0","0","0","14","0","147","75","","0","33","47","60","21","61","","78","0","0","0","40","27","13","38","9","29","25","0","0","0","12","7","5","13","13","0","113","33","64","27","37","16","16","0","102","0","25","7","18","77","21","56","73","0","16","7","9","57","15","42","94","43","10","33","51","15","36"
"        Margin of Error","±93","","±67","±40","","±84","±14","±14","±14","±14","±16","±14","±60","±73","","±14","±43","±41","±36","±22","±46","","±46","±14","±14","±14","±30","±30","±12","±37","±11","±36","±24","±14","±14","±14","±13","±12","±7","±19","±19","±14","±82","±43","±49","±28","±34","±20","±20","±14","±53","±14","±19","±12","±15","±50","±22","±45","±47","±14","±16","±12","±11","±44","±20","±40","±52","±32","±13","±29","±43","±20","±39"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16.3%","","21.8%","10.5%","","20.4%","-","0.0%","-","-","37.8%","0.0%","19.9%","12.1%","","0.0%","8.9%","15.5%","16.0%","20.4%","71.8%","","5.7%","0.0%","0.0%","0.0%","5.9%","8.9%","3.5%","20.2%","8.7%","34.1%","1.8%","0.0%","0.0%","0.0%","1.8%","2.3%","1.3%","6.9%","12.6%","0.0%","9.1%","8.9%","9.4%","8.9%","9.8%","8.5%","15.5%","0.0%","8.2%","0.0%","3.7%","2.3%","4.8%","41.0%","20.4%","65.9%","5.9%","0.0%","2.4%","2.3%","2.4%","30.3%","14.6%","49.4%","10.8%","6.3%","3.3%","8.8%","27.1%","14.6%","42.4%"
"        Margin of Error","±7.5","","±10.2","±6.6","","±7.4","**","±33.3","**","**","±13.8","±19.7","±6.4","±13.4","","±29.2","±12.2","±12.5","±8.5","±18.9","±26.3","","±3.5","±8.7","±29.2","±11.4","±4.2","±9.5","±3.1","±16.3","±9.3","±31.7","±1.9","±8.7","±29.2","±11.4","±1.9","±4.1","±1.8","±9.7","±16.9","±37.8","±6.4","±12.2","±6.4","±8.5","±8.4","±10.1","±17.7","±37.8","±5.3","±11.4","±2.7","±4.1","±3.8","±18.4","±18.9","±26.7","±4.3","±11.4","±2.2","±4.1","±2.8","±17.9","±17.4","±29.0","±6.3","±4.5","±4.3","±7.1","±17.8","±17.4","±30.5"
"ZCTA5 78617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","25,887","","12,883","13,004","","10,571","1,314","15","290","0","12,382","1,315","4,026","20,176","","1,965","5,811","6,528","10,313","1,005","265","","(X)","7,776","1,965","5,811","16,841","6,528","10,313","1,270","1,005","265","(X)","7,776","1,965","5,811","16,841","6,528","10,313","1,270","1,005","265","(X)","5,811","16,841","6,528","10,313","1,270","1,005","265","(X)","5,811","16,841","6,528","10,313","1,270","1,005","265","(X)","5,811","16,841","6,528","10,313","1,270","1,005","265","(X)","16,841","6,528","10,313","1,270","1,005","265"
"        Margin of Error","±2,162","","±1,344","±1,237","","±1,840","±278","±27","±283","±26","±2,140","±904","±1,266","±2,159","","±445","±899","±1,029","±1,318","±306","±124","","(X)","±928","±445","±899","±1,721","±1,029","±1,318","±338","±306","±124","(X)","±928","±445","±899","±1,721","±1,029","±1,318","±338","±306","±124","(X)","±899","±1,721","±1,029","±1,318","±338","±306","±124","(X)","±899","±1,721","±1,029","±1,318","±338","±306","±124","(X)","±899","±1,721","±1,029","±1,318","±338","±306","±124","(X)","±1,721","±1,029","±1,318","±338","±306","±124"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,191","","963","1,228","","1,289","117","0","29","0","715","41","814","1,220","","82","248","385","901","380","195","","821","203","82","121","407","247","160","211","149","62","323","11","0","11","178","60","118","134","80","54","449","116","220","101","119","113","56","57","1,180","17","666","61","605","497","327","170","277","17","140","42","98","120","7","113","470","349","124","225","121","15","106"
"        Margin of Error","±508","","±401","±307","","±422","±126","±26","±50","±26","±270","±41","±420","±354","","±90","±137","±351","±291","±198","±97","","±377","±131","±90","±80","±347","±339","±80","±144","±117","±65","±152","±23","±26","±23","±121","±73","±100","±101","±93","±54","±160","±98","±127","±79","±93","±97","±72","±57","±276","±27","±217","±76","±218","±231","±202","±97","±121","±27","±109","±71","±83","±96","±16","±94","±186","±172","±122","±138","±82","±26","±78"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8.5%","","7.5%","9.4%","","12.2%","8.9%","0.0%","10.0%","-","5.8%","3.1%","20.2%","6.0%","","4.2%","4.3%","5.9%","8.7%","37.8%","73.6%","","3.2%","2.6%","4.2%","2.1%","2.4%","3.8%","1.6%","16.6%","14.8%","23.4%","1.2%","0.1%","0.0%","0.2%","1.1%","0.9%","1.1%","10.6%","8.0%","20.4%","1.9%","2.0%","1.3%","1.5%","1.2%","8.9%","5.6%","21.5%","4.9%","0.3%","4.0%","0.9%","5.9%","39.1%","32.5%","64.2%","1.2%","0.3%","0.8%","0.6%","1.0%","9.4%","0.7%","42.6%","2.6%","2.1%","1.9%","2.2%","9.5%","1.5%","40.0%"
"        Margin of Error","±1.9","","±3.2","±2.3","","±3.3","±9.2","±90.1","±20.0","**","±2.1","±4.2","±6.0","±1.7","","±4.6","±2.2","±5.0","±2.8","±14.6","±23.5","","±1.4","±1.6","±4.6","±1.3","±2.1","±5.0","±0.8","±10.0","±10.7","±21.0","±0.6","±0.3","±2.3","±0.4","±0.7","±1.1","±1.0","±7.2","±8.6","±19.5","±0.7","±1.6","±0.8","±1.2","±0.9","±7.7","±7.3","±21.8","±1.2","±0.5","±1.3","±1.2","±2.1","±13.7","±15.6","±25.8","±0.5","±0.5","±0.6","±1.1","±0.8","±7.2","±1.6","±28.3","±1.0","±1.0","±1.8","±1.3","±6.2","±2.7","±27.2"
"ZCTA5 78620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,362","","9,796","8,566","","17,159","124","16","239","55","187","582","14,501","3,075","","1,005","3,438","2,695","8,900","1,754","570","","(X)","4,443","1,005","3,438","11,595","2,695","8,900","2,324","1,754","570","(X)","4,443","1,005","3,438","11,595","2,695","8,900","2,324","1,754","570","(X)","3,438","11,595","2,695","8,900","2,324","1,754","570","(X)","3,438","11,595","2,695","8,900","2,324","1,754","570","(X)","3,438","11,595","2,695","8,900","2,324","1,754","570","(X)","11,595","2,695","8,900","2,324","1,754","570"
"        Margin of Error","±1,475","","±902","±824","","±1,422","±141","±26","±149","±96","±198","±318","±1,372","±863","","±243","±468","±502","±757","±266","±151","","(X)","±550","±243","±468","±1,028","±502","±757","±303","±266","±151","(X)","±550","±243","±468","±1,028","±502","±757","±303","±266","±151","(X)","±468","±1,028","±502","±757","±303","±266","±151","(X)","±468","±1,028","±502","±757","±303","±266","±151","(X)","±468","±1,028","±502","±757","±303","±266","±151","(X)","±1,028","±502","±757","±303","±266","±151"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,090","","543","547","","931","6","16","0","0","0","137","899","35","","0","98","73","464","270","185","","390","0","0","0","233","23","210","157","80","77","88","0","0","0","54","0","54","34","2","32","366","98","156","25","131","112","63","49","458","0","224","10","214","234","155","79","145","21","55","15","40","69","23","46","326","145","40","105","181","65","116"
"        Margin of Error","±221","","±151","±143","","±208","±12","±26","±22","±22","±22","±123","±205","±32","","±22","±67","±48","±156","±100","±87","","±156","±22","±22","±22","±136","±31","±131","±62","±47","±47","±70","±22","±22","±22","±64","±22","±64","±30","±4","±29","±154","±67","±96","±29","±91","±56","±45","±36","±143","±22","±97","±17","±97","±100","±85","±46","±77","±29","±50","±22","±39","±49","±30","±36","±118","±80","±37","±70","±80","±53","±62"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.9%","","5.5%","6.4%","","5.4%","4.8%","100.0%","0.0%","0.0%","0.0%","23.5%","6.2%","1.1%","","0.0%","2.9%","2.7%","5.2%","15.4%","32.5%","","2.1%","0.0%","0.0%","0.0%","2.0%","0.9%","2.4%","6.8%","4.6%","13.5%","0.5%","0.0%","0.0%","0.0%","0.5%","0.0%","0.6%","1.5%","0.1%","5.6%","2.1%","2.9%","1.3%","0.9%","1.5%","4.8%","3.6%","8.6%","2.6%","0.0%","1.9%","0.4%","2.4%","10.1%","8.8%","13.9%","0.8%","0.6%","0.5%","0.6%","0.4%","3.0%","1.3%","8.1%","2.3%","1.3%","1.5%","1.2%","7.8%","3.7%","20.4%"
"        Margin of Error","±1.2","","±1.6","±1.6","","±1.2","±12.5","±87.2","±17.1","±47.1","±21.2","±18.8","±1.4","±1.1","","±4.4","±1.9","±1.8","±1.7","±5.7","±13.3","","±0.8","±1.0","±4.4","±1.3","±1.1","±1.1","±1.4","±2.6","±2.7","±7.2","±0.4","±1.0","±4.4","±1.3","±0.5","±1.7","±0.7","±1.2","±0.2","±4.8","±0.9","±1.9","±0.8","±1.1","±1.0","±2.4","±2.6","±6.0","±0.8","±1.3","±0.8","±0.6","±1.1","±4.2","±4.8","±7.6","±0.5","±0.9","±0.4","±0.8","±0.4","±2.2","±1.7","±6.0","±0.9","±0.7","±1.4","±0.8","±3.4","±3.0","±10.0"
"ZCTA5 78621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,476","","11,891","12,585","","14,293","3,705","7","122","0","4,804","1,545","10,145","9,781","","1,433","5,051","4,641","10,024","2,362","965","","(X)","6,484","1,433","5,051","14,665","4,641","10,024","3,327","2,362","965","(X)","6,484","1,433","5,051","14,665","4,641","10,024","3,327","2,362","965","(X)","5,051","14,665","4,641","10,024","3,327","2,362","965","(X)","5,051","14,665","4,641","10,024","3,327","2,362","965","(X)","5,051","14,665","4,641","10,024","3,327","2,362","965","(X)","14,665","4,641","10,024","3,327","2,362","965"
"        Margin of Error","±1,756","","±950","±1,155","","±1,506","±643","±12","±94","±26","±1,471","±798","±990","±1,506","","±253","±743","±702","±753","±430","±238","","(X)","±834","±253","±743","±1,081","±702","±753","±495","±430","±238","(X)","±834","±253","±743","±1,081","±702","±753","±495","±430","±238","(X)","±743","±1,081","±702","±753","±495","±430","±238","(X)","±743","±1,081","±702","±753","±495","±430","±238","(X)","±743","±1,081","±702","±753","±495","±430","±238","(X)","±1,081","±702","±753","±495","±430","±238"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,331","","1,850","1,481","","2,225","788","0","9","0","221","88","1,903","513","","0","218","670","1,039","823","581","","940","60","0","60","389","0","389","491","266","225","815","77","0","77","206","75","131","532","438","94","1,342","180","602","307","295","560","379","181","1,810","60","838","351","487","912","623","289","1,054","81","562","273","289","411","252","159","1,441","709","319","390","732","429","303"
"        Margin of Error","±545","","±450","±264","","±443","±336","±26","±15","±26","±152","±76","±437","±206","","±26","±104","±348","±215","±217","±213","","±278","±66","±26","±66","±155","±26","±155","±212","±151","±154","±244","±68","±26","±68","±122","±74","±82","±182","±180","±75","±323","±93","±245","±188","±150","±216","±181","±128","±431","±66","±360","±311","±162","±260","±208","±136","±392","±78","±339","±306","±131","±182","±138","±95","±430","±361","±311","±153","±237","±177","±151"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.6%","","15.6%","11.8%","","15.6%","21.3%","0.0%","7.4%","-","4.6%","5.7%","18.8%","5.2%","","0.0%","4.3%","14.4%","10.4%","34.8%","60.2%","","3.8%","0.9%","0.0%","1.2%","2.7%","0.0%","3.9%","14.8%","11.3%","23.3%","3.3%","1.2%","0.0%","1.5%","1.4%","1.6%","1.3%","16.0%","18.5%","9.7%","5.8%","3.6%","4.1%","6.6%","2.9%","16.8%","16.0%","18.8%","7.9%","1.2%","5.7%","7.6%","4.9%","27.4%","26.4%","29.9%","4.6%","1.6%","3.8%","5.9%","2.9%","12.4%","10.7%","16.5%","8.0%","4.8%","6.9%","3.9%","22.0%","18.2%","31.4%"
"        Margin of Error","±2.4","","±4.0","±2.0","","±2.9","±8.6","±100.0","±13.6","**","±3.3","±5.7","±3.8","±2.1","","±3.1","±2.3","±7.7","±2.2","±9.2","±12.1","","±1.1","±1.1","±3.1","±1.4","±1.0","±1.0","±1.5","±6.0","±6.3","±13.4","±1.0","±1.1","±3.1","±1.4","±0.8","±1.5","±0.8","±5.8","±7.9","±7.8","±1.4","±2.0","±1.7","±4.0","±1.5","±6.0","±7.6","±11.6","±2.0","±1.4","±2.5","±6.7","±1.6","±7.7","±8.6","±13.0","±1.8","±1.6","±2.4","±6.7","±1.3","±5.8","±6.0","±9.8","±2.4","±2.5","±6.8","±1.6","±6.7","±7.5","±12.9"
"ZCTA5 78634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
