,Zip Code,Total population,Total population AGE,Total population AGE Under 5 years,Total population AGE 5 to 9 years,Total population AGE 10 to 14 years,Total population AGE 15 to 19 years,Total population AGE 20 to 24 years,Total population AGE 25 to 29 years,Total population AGE 30 to 34 years,Total population AGE 35 to 39 years,Total population AGE 40 to 44 years,Total population AGE 45 to 49 years,Total population AGE 50 to 54 years,Total population AGE 55 to 59 years,Total population AGE 60 to 64 years,Total population AGE 65 to 69 years,Total population AGE 70 to 74 years,Total population AGE 75 to 79 years,Total population AGE 80 to 84 years,Total population AGE 85 years and over,Total population SELECTED AGE CATEGORIES,Total population SELECTED AGE CATEGORIES 5 to 14 years,Total population SELECTED AGE CATEGORIES 15 to 17 years,Total population SELECTED AGE CATEGORIES Under 18 years,Total population SELECTED AGE CATEGORIES 18 to 24 years,Total population SELECTED AGE CATEGORIES 15 to 44 years,Total population SELECTED AGE CATEGORIES 16 years and over,Total population SELECTED AGE CATEGORIES 18 years and over,Total population SELECTED AGE CATEGORIES 21 years and over,Total population SELECTED AGE CATEGORIES 60 years and over,Total population SELECTED AGE CATEGORIES 62 years and over,Total population SELECTED AGE CATEGORIES 65 years and over,Total population SELECTED AGE CATEGORIES 75 years and over,Total population SUMMARY INDICATORS,Total population SUMMARY INDICATORS Median age (years),Total population SUMMARY INDICATORS Sex ratio (males per 100 females),Total population SUMMARY INDICATORS Age dependency ratio,Total population SUMMARY INDICATORS Old-age dependency ratio,Total population SUMMARY INDICATORS Child dependency ratio,Total population PERCENT ALLOCATED,Total population PERCENT ALLOCATED Sex,Total population PERCENT ALLOCATED Age
20,78704,"26,367",,"1,354",854,840,"1,287","1,672","5,133","3,453","2,431","2,138","1,850","1,281","1,175",736,957,493,484,124,105,,"1,694",601,"3,649","2,358","16,114","23,152","22,718","21,756","2,899","2,621","2,163",713,,32.7,(X),(X),(X),(X),,(X),(X)
21,78705,"15,768",,81,130,80,"4,438","7,311","1,605",686,297,216,149,121,194,159,74,108,79,17,23,,210,82,373,"11,667","14,553","15,469","15,395","8,404",460,373,301,119,,21.2,(X),(X),(X),(X),,(X),(X)
22,78712,368,,0,0,0,169,181,9,9,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,350,368,368,368,113,0,0,0,0,,20.2,(X),(X),(X),(X),,(X),(X)
23,78719,963,,27,56,13,51,67,130,97,69,54,73,44,87,42,76,40,3,30,4,,69,33,129,85,468,867,834,810,195,164,153,37,,37.9,(X),(X),(X),(X),,(X),(X)
24,78721,"5,616",,333,148,406,358,489,617,629,529,541,442,313,210,216,139,30,96,54,66,,554,185,"1,072",662,"3,163","4,672","4,544","4,313",601,480,385,216,,33.4,(X),(X),(X),(X),,(X),(X)
25,78722,"3,250",,104,120,80,67,120,512,451,305,331,276,126,161,274,231,49,10,5,28,,200,9,313,178,"1,786","2,946","2,937","2,868",597,462,323,43,,38.1,(X),(X),(X),(X),,(X),(X)
26,78723,"19,263",,"1,376","1,658",800,859,764,"2,162","2,245","2,101","1,673","1,372","1,137",998,699,558,476,131,94,160,,"2,458",390,"4,224","1,233","9,804","15,245","15,039","14,442","2,118","1,708","1,419",385,,34.3,(X),(X),(X),(X),,(X),(X)
27,78724,"13,441",,"1,624","1,452","1,239","1,267",963,850,"1,388","1,103",939,708,726,369,286,337,95,58,34,3,,"2,691",938,"5,253","1,292","6,510","8,690","8,188","7,677",813,743,527,95,,26.1,(X),(X),(X),(X),,(X),(X)
28,78725,"3,971",,241,284,210,288,41,330,441,691,300,81,346,279,185,84,103,67,0,0,,494,172,907,157,"2,091","3,130","3,064","2,931",439,368,254,67,,35.5,(X),(X),(X),(X),,(X),(X)
29,78726,"7,020",,531,447,405,429,476,"1,071",690,188,485,674,658,380,210,53,209,77,37,0,,852,222,"1,605",683,"3,339","5,565","5,415","5,113",586,488,376,114,,30.4,(X),(X),(X),(X),,(X),(X)
30,78727,"16,524",,"1,194",942,595,585,776,"2,328","2,211","1,337","1,300",913,"1,246",798,991,555,318,189,109,137,,"1,537",390,"3,121",971,"8,537","13,617","13,403","13,156","2,299","1,891","1,308",435,,33.8,(X),(X),(X),(X),,(X),(X)
31,78728,"10,870",,978,528,459,426,458,"1,609","1,053","1,621",910,824,613,478,374,203,164,77,46,49,,987,288,"2,253",596,"6,077","8,858","8,617","8,409",913,734,539,172,,34.7,(X),(X),(X),(X),,(X),(X)
32,78729,"14,953",,"1,010",774,506,789,842,"2,292","1,843","1,680",959,"1,235",936,758,315,476,181,171,176,10,,"1,280",358,"2,648","1,273","8,405","12,512","12,305","11,788","1,329","1,198","1,014",357,,33.5,(X),(X),(X),(X),,(X),(X)
33,78730,"5,553",,187,515,483,193,58,198,390,416,467,850,343,347,282,562,119,92,51,0,,998,107,"1,292",144,"1,722","4,352","4,261","4,117","1,106",987,824,143,,44.1,(X),(X),(X),(X),,(X),(X)
34,78731,"13,976",,690,763,798,441,812,"1,968","1,357",791,870,874,612,757,"1,065",680,491,285,211,511,,"1,561",273,"2,524",980,"6,239","11,631","11,452","11,284","3,243","2,836","2,178","1,007",,36.4,(X),(X),(X),(X),,(X),(X)
35,78732,"8,904",,511,568,"1,081",956,183,64,526,666,805,"1,143",744,591,308,295,81,191,69,122,,"1,649",899,"3,059",240,"3,200","6,601","5,845","5,713","1,066",873,758,382,,39.4,(X),(X),(X),(X),,(X),(X)
36,78733,"4,481",,373,422,535,454,53,75,86,216,255,588,297,363,159,231,209,134,31,0,,957,347,"1,677",160,"1,139","3,008","2,804","2,689",764,697,605,165,,40.3,(X),(X),(X),(X),,(X),(X)
37,78734,"9,868",,340,595,950,461,202,372,468,534,588,789,866,"1,058",802,552,648,332,132,179,,"1,545",273,"2,158",390,"2,625","7,915","7,710","7,472","2,645","2,396","1,843",643,,47.1,(X),(X),(X),(X),,(X),(X)
38,78735,"8,614",,547,805,472,487,403,778,734,640,504,668,561,476,348,472,372,186,59,102,,"1,277",383,"2,207",507,"3,546","6,653","6,407","6,222","1,539","1,448","1,191",347,,35.5,(X),(X),(X),(X),,(X),(X)
39,78736,"4,925",,212,257,444,167,196,385,404,243,454,232,703,368,352,181,143,42,54,88,,701,90,"1,003",273,"1,849","3,989","3,922","3,845",860,677,508,184,,42.0,(X),(X),(X),(X),,(X),(X)
40,78737,"10,689",,698,"1,244","1,144",750,256,224,432,866,"1,153","1,224",658,469,395,357,336,281,50,152,,"2,388",418,"3,504",588,"3,681","7,391","7,185","6,691","1,571","1,389","1,176",483,,38.4,(X),(X),(X),(X),,(X),(X)
41,78738,"7,592",,326,526,799,445,126,213,507,628,646,469,534,509,511,601,402,140,106,104,,"1,325",369,"2,020",202,"2,565","5,745","5,572","5,491","1,864","1,704","1,353",350,,41.8,(X),(X),(X),(X),,(X),(X)
42,78739,"10,702",,959,"1,222",845,590,319,205,573,747,"1,293",961,918,451,581,363,412,139,72,52,,"2,067",483,"3,509",426,"3,727","7,390","7,193","6,968","1,619","1,372","1,038",263,,39.2,(X),(X),(X),(X),,(X),(X)
43,78741,"25,906",,907,"1,004",911,"1,211","3,934","5,458","3,850","2,384","1,339","1,270",906,922,817,512,271,75,65,70,,"1,915",526,"3,348","4,619","18,176","23,084","22,558","21,169","1,810","1,570",993,210,,29.6,(X),(X),(X),(X),,(X),(X)
44,78742,340,,15,19,19,27,16,6,37,0,27,27,4,57,31,27,10,6,12,0,,38,14,67,29,113,287,273,260,86,69,55,18,,45.3,(X),(X),(X),(X),,(X),(X)
45,78744,"23,881",,"1,576","1,764","2,047","1,546","1,671","2,292","2,427","2,410","1,781","1,456","1,647","1,006",939,602,204,224,252,37,,"3,811",800,"6,187","2,417","12,127","18,158","17,694","16,600","2,258","1,834","1,319",513,,32.5,(X),(X),(X),(X),,(X),(X)
46,78745,"31,999",,"1,750","1,399","1,463",583,"1,610","4,159","3,309","3,598","2,435","2,380","1,311","2,361","2,068","1,339","1,066",530,335,303,,"2,862",347,"4,959","1,846","15,694","27,276","27,040","26,579","5,641","4,615","3,573","1,168",,37.0,(X),(X),(X),(X),,(X),(X)
47,78746,"13,352",,544,930,"1,167","1,019",456,679,602,783,931,"1,377",896,"1,001",891,691,607,397,256,125,,"2,097",740,"3,381",735,"4,470","10,495","9,971","9,622","2,967","2,694","2,076",778,,43.1,(X),(X),(X),(X),,(X),(X)
48,78747,"10,218",,515,634,696,592,786,931,980,803,804,"1,039",327,619,539,400,249,146,38,120,,"1,330",467,"2,312",911,"4,896","8,310","7,906","7,578","1,492","1,296",953,304,,34.8,(X),(X),(X),(X),,(X),(X)
49,78748,"25,920",,"2,420","1,501","1,086","1,059","1,389","2,144","3,473","2,700","2,167","1,813","1,221","1,365","1,340","1,030",432,439,175,166,,"2,587",784,"5,791","1,664","12,932","20,595","20,129","19,638","3,582","2,776","2,242",780,,34.8,(X),(X),(X),(X),,(X),(X)
50,78749,"18,347",,951,"1,205","1,124",981,726,852,"2,070","1,561","1,644","1,320","1,707",933,"1,194","1,123",459,315,145,37,,"2,329",628,"3,908","1,079","7,834","14,884","14,439","13,954","3,273","2,836","2,079",497,,38.7,(X),(X),(X),(X),,(X),(X)
51,78750,"16,817",,731,"1,253","1,513",912,590,"1,361","1,634","1,526","1,556","1,180",730,"1,102",654,773,610,362,114,216,,"2,766",703,"4,200",799,"7,579","13,105","12,617","12,291","2,729","2,475","2,075",692,,37.0,(X),(X),(X),(X),,(X),(X)
52,78751,"8,649",,151,103,199,175,"1,204","2,498","1,234",852,536,462,276,232,196,262,149,35,9,76,,302,104,557,"1,275","6,499","8,133","8,092","7,994",727,674,531,120,,30.0,(X),(X),(X),(X),,(X),(X)
53,78752,"11,785",,"1,107",454,594,652,849,"1,885","1,261","1,090",763,561,556,935,301,296,228,118,82,53,,"1,048",459,"2,614","1,042","6,500","9,461","9,171","8,946","1,078",969,777,253,,31.5,(X),(X),(X),(X),,(X),(X)
54,78753,"31,835",,"2,556","2,254","2,087","1,782","1,951","3,634","4,380","2,649","3,119","1,645","1,483","1,688",947,514,652,271,35,188,,"4,341",976,"7,873","2,757","17,515","24,702","23,962","22,715","2,607","2,318","1,660",494,,31.7,(X),(X),(X),(X),,(X),(X)
55,78754,"13,237",,"1,277","1,246","1,004",357,746,"1,038","1,376","1,727","1,117",595,656,419,544,595,177,78,188,97,,"2,250",180,"3,707",923,"6,361","9,669","9,530","9,259","1,679","1,437","1,135",363,,32.8,(X),(X),(X),(X),,(X),(X)
56,78756,"4,558",,188,68,155,301,234,546,814,618,374,319,174,165,183,170,151,62,9,27,,223,54,465,481,"2,887","4,119","4,093","3,774",602,532,419,98,,34.7,(X),(X),(X),(X),,(X),(X)
57,78757,"12,514",,"1,020",580,728,445,516,"1,022","1,328","1,471",946,"1,232",733,720,651,547,312,116,75,72,,"1,308",378,"2,706",583,"5,728","10,018","9,808","9,632","1,773","1,545","1,122",263,,37.3,(X),(X),(X),(X),,(X),(X)
58,78758,"25,176",,"1,950",989,"1,246","1,306","1,620","3,214","3,957","2,376","1,684","1,270","1,683","1,357","1,103",602,310,237,157,115,,"2,235",758,"4,943","2,168","14,157","20,794","20,233","19,596","2,524","1,992","1,421",509,,32.7,(X),(X),(X),(X),,(X),(X)
59,78759,"23,282",,"1,567","1,156","1,234","1,226","1,156","2,004","2,315","1,976","1,545","1,928","1,718","1,514",896,"1,003",682,595,366,401,,"2,390",693,"4,650","1,689","10,222","19,135","18,632","17,963","3,943","3,700","3,047","1,362",,36.6,(X),(X),(X),(X),,(X),(X)
60,"Travis County, Texas","631,786",,"39,799","37,462","39,406","37,720","41,338","65,451","65,236","55,810","48,371","44,285","37,497","34,932","28,882","22,561","15,075","8,618","4,786","4,557",,"76,868","21,514","138,181","57,544","313,926","508,691","493,605","469,050","84,479","72,278","55,597","17,961",,34.2,(X),(X),(X),(X),,(X),(X)
